"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-02","4.92",",,W",,,,,"0.06",",,X,2400","0.0",",,X,","0.0",",,X,",,,"64",",,X","50",",,X",,,"  150",",,X","  160",",,X","14.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-03","2.46",",,W",,,,,"0.05",",,X,2400","0.0",",,X,","0.0",",,X,",,,"58",",,X","48",",,X",,,"  190",",,X","  150",",,X","8.9",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-04","4.70",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"63",",,X","49",",,X",,,"  290",",,X","  300",",,X","13.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-05","7.38",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"71",",,X","53",",,X",,,"  290",",,X","   60",",,X","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-06","2.91",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"67",",,X","47",",,X",,,"   60",",,X","  270",",,X","10.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-07","2.01",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"66",",,X","48",",,X",,,"  240",",,X","  250",",,X","10.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-08","2.68",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"77",",,X","54",",,X",,,"  250",",,X","  240",",,X","12.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-09","2.68",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"84",",,X","60",",,X",,,"  270",",,X","  300",",,X","8.1",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-10","1.57",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"81",",,X","61",",,X",,,"   50",",,X","  290",",,X","8.1",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-11","6.26",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"73",",,X","62",",,X",,,"   60",",,X","   70",",,X","13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-12","10.07",",,W",,,,,"0.45",",,X,2400","0.0",",,X,","0.0",",,X,",,,"63",",,X","58",",,X",,,"   60",",,X","   50",",,X","21.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-13","7.38",",,W",,,,,"0.34",",,X,2400","0.0",",,X,","0.0",",,X,",,,"66",",,X","58",",,X",,,"   50",",,X","   30",",,X","13.0",",,X","19.9",",,X","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-14","5.82",",,W",,,,,"1.02",",,X,2400","0.0",",,X,","0.0",",,X,",,,"70",",,X","57",",,X",,,"  230",",,X","  260",",,X","13.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-15","7.61",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"65",",,X","54",",,X",,,"  230",",,X","  250",",,X","19.9",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-16","7.83",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"66",",,X","54",",,X",,,"  260",",,X","  180",",,X","17.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-17","7.83",",,W",,,,,"0.00","T,,X,2400","0.0",",,X,","0.0",",,X,",,,"65",",,X","57",",,X",,,"  230",",,X","  220",",,X","15.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-18","3.58",",,W",,,,,"0.01",",,X,2400","0.0",",,X,","0.0",",,X,",,,"68",",,X","54",",,X",,,"  150",",,X","  150",",,X","8.9",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-19","10.96",",,W",,,,,"1.12",",,X,2400","0.0",",,X,","0.0",",,X,",,,"62",",,X","60",",,X",,,"   50",",,Z","   70",",,X","21.0",",,Z","36.9",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-20","8.05",",,W",,,,,"0.01",",,X,2400","0.0",",,X,","0.0",",,X,",,,"67",",,X","54",",,X",,,"  200",",,Z","  240",",,X","15.0",",,Z","31.1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-21","6.71",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"56",",,X","50",",,X",,,"  240",",,X","   90",",,X","10.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-22","4.25",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"60",",,X","47",",,X",,,"  270",",,X",,,"10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-23","2.01",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"59",",,X","50",",,X",,,,,,,"6.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-24","3.80",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"61",",,X","50",",,X",,,"  140",",,X","  190",",,X","10.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-25","6.49",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"62",",,X","50",",,X",,,"  270",",,X","  310",",,X","16.1",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-26","2.91",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"62",",,X","51",",,X",,,"  230",",,X","  230",",,X","10.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-27","6.49",",,W",,,,,"0.63",",,X,2400","0.0",",,X,","0.0",",,X,",,,"61",",,X","38",",,X",,,"  330",",,X","  330",",,X","17.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-28","4.92",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"49",",,X","36",",,X",,,"   60",",,X","   60",",,X","13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-29","8.72",",,W",,,,,"2.00",",,X,2400","2.9",",,X,","0.0",",,X,",,,"45",",,X","33",",,X",,,"   50",",,X","   60",",,X","21.9",",,X","30.0",",,X","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-30","5.82",",,W",,,,,"0.01",",,X,2400","0.0","T,,X,","0.0",",,X,",,,"46",",,X","33",",,X",,,"  290",",,X","  270",",,X","14.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-31","2.01",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"53",",,X","37",",,X",,,"  140",",,X","  140",",,X","8.9",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-01","6.04",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"55",",,X","45",",,X",,,"   60",",,X","   60",",,X","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-02","2.01",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"57",",,X","42",",,X",,,"  230",",,X","  230",",,X","8.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-03","5.82",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"59",",,X","46",",,X",,,"  230",",,X","  220",",,X","14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-04","8.28",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"53",",,X","41",",,X",,,"   40",",,X","   40",",,X","21.0",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-05","4.92",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"49",",,X","36",",,X",,,"   40",",,X","   50",",,X","15.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-06","4.03",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"54",",,X","38",",,X",,,"  230",",,X","  220",",,X","12.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-07","4.47",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"62",",,X","45",",,X",,,"  240",",,X","  240",",,X","10.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-08","2.24",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"68",",,X","53",",,X",,,"   50",",,X","   50",",,X","12.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-09","3.58",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"65",",,X","51",",,X",,,"  150",",,X","  140",",,X","10.1",",,X","15.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-10","3.36",",,W",,,,,"0.02",",,X,2400","0.0",",,X,","0.0",",,X,",,,"67",",,X","47",",,X",,,"  280",",,X","  280",",,X","14.1",",,X","21.9",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-11","8.28",",,W",,,,,"0.02",",,X,2400","0.0",",,X,","0.0",",,X,",,,"48",",,X","41",",,X",,,"  270",",,X","  310",",,X","17.9",",,X","31.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-12","7.38",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"57",",,X","39",",,X",,,"  210",",,X","  200",",,X","14.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-13","5.59",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"61",",,X","47",",,X",,,"  210",",,X","  220",",,X","14.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-14","6.93",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"69",",,X","54",",,X",,,"  210",",,X","  230",",,X","15.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-15","5.14",",,W",,,,,"0.00","T,,X,2400","0.0",",,X,","0.0",",,X,",,,"65",",,X","58",",,X",,,"  200",",,X","  220",",,X","16.1",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-16","3.36",",,W",,,,,"0.73",",,X,2400","0.0",",,X,","0.0",",,X,",,,"59",",,X","53",",,X",,,"  330",",,X","  340",",,X","10.1",",,X","15.0",",,X","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-17","6.71",",,W",,,,,"0.07",",,X,2400","0.0",",,X,","0.0",",,X,",,,"53",",,X","40",",,X",,,"  300",",,X","  300",",,X","16.1",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-18","6.93",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"46",",,X","36",",,X",,,"  230",",,X","  270",",,X","15.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-19","6.71",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"51",",,X","38",",,X",,,"  200",",,X","  200",",,X","16.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-20","8.50",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"65",",,X","49",",,X",,,"  230",",,X","  220",",,X","16.1",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-21","4.92",",,W",,,,,"0.12",",,X,2400","0.0",",,X,","0.0",",,X,",,,"59",",,X","46",",,X",,,"   30",",,X","   50",",,X","15.0",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-22","7.61",",,W",,,,,"1.16",",,X,2400","0.0",",,X,","0.0",",,X,",,,"50",",,X","43",",,X",,,"   90",",,X","  130",",,X","17.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-23","6.93",",,W",,,,,"0.46",",,X,2400","0.0",",,X,","0.0",",,X,",,,"53",",,X","39",",,X",,,"   80",",,X","  330",",,X","17.9",",,X","25.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-24","5.14",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"54",",,X","37",",,X",,,"  260",",,X","  260",",,X","12.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-25","5.82",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"61",",,X","46",",,X",,,"  230",",,X","  240",",,X","13.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-26","3.13",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"65",",,X","50",",,X",,,"  230",",,X","  230",",,X","8.9",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-27","4.92",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"63",",,X","47",",,X",,,"  180",",,X","  170",",,X","13.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-28","5.59",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"70",",,X","56",",,X",,,"  200",",,X","  170",",,X","13.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-29","7.38",",,W",,,,,"0.47",",,X,2400","0.0",",,X,","0.0",",,X,",,,"66",",,X","51",",,X",,,"  180",",,X","  190",",,X","17.0",",,X","30.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-30","8.95",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"52",",,X","43",",,X",,,"  290",",,X","  240",",,X","17.0",",,X","25.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-01","7.61",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"50",",,X","37",",,X",,,"  290",",,X","  270",",,X","17.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-02","5.37",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"52",",,X","39",",,X",,,"  290",",,X","  290",",,X","15.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-03","4.25",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"47",",,X","37",",,X",,,"   40",",,X","   60",",,X","10.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-04","3.80",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"55",",,X","42",",,X",,,"  210",",,X","  180",",,X","14.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-05","2.91",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"59",",,X","47",",,X",,,"  210",",,X","  220",",,X","14.1",",,X","17.0",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-06","4.03",",,W",,,,,"0.20",",,X,2400","0.0",",,X,","0.0",",,X,",,,"62",",,X","56",",,X",,,"  190",",,X","  220",",,X","15.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-07","4.47",",,W",,,,,"1.68",",,X,2400","0.0",",,X,","0.0",",,X,",,,"62",",,X","42",",,X",,,"  290",",,X","  310",",,X","17.0",",,X","31.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-08","9.17",",,W",,,,,"0.16",",,X,2400","0.0",",,X,","0.0",",,X,",,,"45",",,X","36",",,X",,,"  280",",,X","  300",",,X","21.0",",,X","38.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-09","5.14",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"52",",,X","36",",,X",,,"  170",",,X","  170",",,X","14.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-10","6.26",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"46",",,X","32",",,X",,,"  280",",,X","  330",",,X","15.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-11","3.80",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"39",",,X","29",",,X",,,"  240",",,X","  240",",,X","10.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-12","4.03",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"44",",,X","33",",,X",,,"  230",",,X","  220",",,X","8.9",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-13","4.47",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"47",",,X","32",",,X",,,"  320",",,X","  320",",,X","13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-14","3.58",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"50",",,X","36",",,X",,,"  160",",,X",,,"8.1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-15","8.05",",,W",,,,,"0.00","T,,X,2400","0.0",",,X,","0.0",",,X,",,,"59",",,X","47",",,X",,,"  230",",,X","  220",",,X","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-16","7.61",",,W",,,,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"59",",,X","41",",,X",,,"  290",",,X","  300",",,X","23.0",",,X","33.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
