"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-10-23","7.61",",,W",,,,,"0.61",",,W,2400","0.0",",,W,","0.0",",,W,",,,"53",",,W","50",",,W",,,"   40",",,W","   40",",,W","12.1",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-10-24","4.47",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"63",",,W","51",",,W",,,"  310",",,W","  300",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-10-25","5.82",",,W",,,,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,",,,"67",",,W","50",",,W",,,"  300",",,W","  260",",,W","13.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-10-26","7.83",",,W",,,,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"63",",,W","53",",,W",,,"  310",",,W","  310",",,W","18.1",",,W","32.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-10-27","5.14",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"63",",,W","48",",,W",,,"  270",",,W","  270",",,W","13.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-10-28","2.91",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"72",",,W","53",",,W",,,"  240",",,W","  200",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-10-29","4.92",",,W",,,,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"72",",,W","51",",,W",,,"  310",",,W","  310",",,W","14.1",",,W","23.9",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-10-30","3.58",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"59",",,W","47",",,W",,,"  310",",,W",,,"10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-10-31","6.49",",,W",,,,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,",,,"55",",,W","45",",,W",,,"   70",",,W","   70",",,W","15.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-01","8.95",",,W",,,,,"0.35",",,W,2400","0.0",",,W,","0.0",",,W,",,,"47",",,W","42",",,W",,,"   30",",,W","   20",",,W","21.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-02","10.74",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"48",",,W","41",",,W",,,"  350",",,W","   20",",,W","21.0",",,W","36.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-03","5.82",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"61",",,W","39",",,W",,,"  280",",,W","  260",",,W","16.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-04","4.70",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"68",",,W","53",",,W",,,"  230",",,W","  240",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-05","4.47",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"64",",,W","56",",,W",,,"  290",",,W","  240",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-06","3.13",",,W",,,,,"0.37",",,W,2400","0.0",",,W,","0.0",",,W,",,,"57",",,W","48",",,W",,,"   70",",,W","  240",",,W","8.9",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-07","7.38",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"53",",,W","40",",,W",,,"  310",",,W","  310",",,W","17.0",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-08","6.04",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"48",",,W","36",",,W",,,"  280",",,W","  280",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-09","2.68",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"57",",,W","46",",,W",,,"  250",",,W","  250",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-10","2.46",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"61",",,W","44",",,W",,,"  250",",,W","  180",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-11","3.36",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"64",",,W","49",",,W",,,"  170",",,W","  180",",,W","10.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-12","2.68",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"65",",,W","47",",,W",,,"  350",",,W","  300",",,W","10.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-13","3.58",",,W",,,,,"0.20",",,W,2400","0.0","T,,W,","0.0",",,W,",,,"48",",,W","36",",,W",,,"  280",",,W","  280",",,W","8.9",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-14","7.16",",,W",,,,,"0.06",",,W,2400","0.0","T,,W,","0.0",",,W,",,,"42",",,W","35",",,W",,,"  300",",,W","  300",",,W","14.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-15","3.58",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"42",",,W","33",",,W",,,"  300",",,W","  290",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-16","3.80",",,W",,,,,"0.03",",,W,2400","0.0",",,W,","0.0",",,W,",,,"45",",,W","35",",,W",,,"  260",",,W","  250",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-17","3.80",",,W",,,,,"1.54",",,W,2400","0.0",",,W,","0.0",",,W,",,,"52",",,W","40",",,W",,,"  280",",,W","  290",",,W","14.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-18","10.07",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"45",",,W","24",",,W",,,"  280",",,W","  290",",,W","21.9",",,W","33.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-19","7.16",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"36",",,W","22",",,W",,,"  250",",,W","  250",",,W","16.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-20","7.16",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"45",",,W","31",",,W",,,"  290",",,W","  270",",,W","17.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-21","7.61",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"37",",,W","28",",,W",,,"  290",",,W","  320",",,W","17.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-22","4.92",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"44",",,W","28",",,W",,,"  240",",,W","  260",",,W","15.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-23","3.80",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"57",",,W","43",",,W",,,"  260",",,W","  240",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-24","5.37",",,W",,,,,"0.70",",,W,2400","0.0",",,W,","0.0",",,W,",,,"69",",,W","53",",,W",,,"  180",",,W","  170",",,W","17.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-25","5.14",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"68",",,W","51",",,W",,,"  280",",,W","  270",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-26","8.72",",,W",,,,,"1.24",",,W,2400","0.2",",,W,","0.0",",,W,",,,"51",",,W","34",",,W",,,"   40",",,W","   30",",,W","18.1",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-27","5.14",",,W",,,,,"0.02",",,W,2400","0.0","T,,W,","0.0",",,W,",,,"38",",,W","34",",,W",,,"  310",",,W","  290",",,W","12.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-28","5.82",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"37",",,W","29",",,W",,,"  310",",,W","  290",",,W","17.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-29","3.58",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"45",",,W","27",",,W",,,"  260",",,W","  260",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-11-30","4.25",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"55",",,W","45",",,W",,,"  250",",,W","  250",",,W","13.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-01","6.71",",,W",,,,,"0.09",",,W,2400","0.0",",,W,","0.0",",,W,",,,"65",",,W","42",",,W",,,"  250",",,W","  250",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-02","9.17",",,W",,,,,"0.08",",,W,2400","0.0",",,W,","0.0",",,W,",,,"43",",,W","35",",,W",,,"   60",",,W","   60",",,W","17.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-03","7.61",",,W",,,,,"0.06",",,W,2400","0.0",",,W,","0.0",",,W,",,,"46",",,W","41",",,W",,,"  280",",,W","  300",",,W","16.1",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-04","5.82",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"45",",,W","37",",,W",,,"  280",",,W","  280",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-05","6.04",",,W",,,,,"0.51",",,W,2400","0.0",",,W,","0.0",",,W,",,,"44",",,W","34",",,W",,,"   60",",,W","   60",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-06","4.03",",,W",,,,,"1.22",",,W,2400","0.0",",,W,","0.0",",,W,",,,"50",",,W","39",",,W",,,"   10",",,W","   20",",,W","17.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-07","11.86",",,W",,,,,"0.04",",,W,2400","0.0",",,W,","0.0",",,W,",,,"42",",,W","30",",,W",,,"   30",",,W","   10",",,W","25.1",",,W","40.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-08","11.41",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"37",",,W","24",",,W",,,"   70",",,W","   70",",,W","19.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-09","10.29",",,W",,,,,"2.54",",,W,2400","0.0",",,W,","0.0",",,W,",,,"42",",,W","36",",,W",,,"   50",",,W","   60",",,W","21.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-10","8.28",",,W",,,,,"0.08",",,W,2400","1.0",",,W,","0.0",",,W,",,,"40",",,W","32",",,W",,,"  290",",,W","  310",",,W","16.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-11","7.61",",,W",,,,,"0.01",",,W,2400","0.0","T,,W,","1.2",",,W,",,,"38",",,W","31",",,W",,,"  270",",,W","  260",",,W","17.0",",,W","25.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-12","8.05",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"38",",,W","32",",,W",,,"  300",",,W","  300",",,W","15.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-13","8.95",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"44",",,W","34",",,W",,,"  300",",,W","  300",",,W","16.1",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-14","6.04",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"46",",,W","38",",,W",,,"  310",",,W","  300",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-15","2.68",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"48",",,W","37",",,W",,,"  250",",,W","  300",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-16","3.80",",,W",,,,,"0.20",",,W,2400","0.0",",,W,","0.0",",,W,",,,"49",",,W","38",",,W",,,"  110",",,W","  150",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-17","5.82",",,W",,,,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,",,,"54",",,W","42",",,W",,,"  280",",,W","  290",",,W","16.1",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-18","8.72",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"42",",,W","37",",,W",,,"  290",",,W","  300",",,W","16.1",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-19","7.16",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"38",",,W","31",",,W",,,"  300",",,W","  310",",,W","14.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-20","4.92",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"33",",,W","30",",,W",,,"   40",",,W","   60",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-21","4.92",",,W",,,,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,",,,"36",",,W","31",",,W",,,"   10",",,W","   10",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-22","6.04",",,W",,,,,"0.04",",,W,2400","0.0",",,W,","0.0",",,W,",,,"44",",,W","35",",,W",,,"   70",",,W","   40",",,W","12.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-23","8.28",",,W",,,,,"0.16",",,W,2400","0.0",",,W,","0.0",",,W,",,,"46",",,W","43",",,W",,,"   70",",,W","   80",",,W","17.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-24","5.82",",,W",,,,,"0.80",",,W,2400","0.0",",,W,","0.0",",,W,",,,"58",",,W","44",",,W",,,"   70",",,W","  180",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-25","9.62",",,W",,,,,"0.09",",,W,2400","0.0",",,W,","0.0",",,W,",,,"62",",,W","44",",,W",,,"  290",",,W","  300",",,W","19.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-26","5.82",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"50",",,W","40",",,W",,,"  290",",,W","  250",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-27","4.47",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"55",",,W","44",",,W",,,"  240",",,W","  250",",,W","14.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-28","5.82",",,W",,,,,"0.10",",,W,2400","0.0",",,W,","0.0",",,W,",,,"54",",,W","43",",,W",,,"  240",",,W","  250",",,W","15.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-29","5.14",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"44",",,W","34",",,W",,,"  310",",,W","  320",",,W","15.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-30","4.25",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"34",",,W","28",",,W",,,"   10",",,W","  300",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-12-31","5.59",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"32",",,W","27",",,W",,,"  280",",,W","  280",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-01-01","7.16",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"39",",,W","27",",,W",,,"  260",",,W","  250",",,W","17.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-01-02","7.16",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"42",",,W","35",",,W",,,"  260",",,W","  310",",,W","15.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-01-03","6.49",",,W",,,,,"0.71",",,W,2400","0.0","T,,W,","0.0",",,W,",,,"42",",,W","33",",,W",,,"   80",",,W","   70",",,W","12.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-01-04","6.49",",,W",,,,,"0.30",",,W,2400","0.0",",,W,","0.0",",,W,",,,"56",",,W","41",",,W",,,"  280",",,W","  260",",,W","29.1",",,W","46.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-01-05","10.51",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"49",",,W","21",",,W",,,"  280",",,W","  300",",,W","23.9",",,W","38.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-01-06","4.03",",,W",,,,,"0.05",",,W,2400","1.0",",,W,","0.0",",,W,",,,"22",",,W","19",",,W",,,"  320",",,W","  280",",,W","14.1",",,W","23.9",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-01-07","12.75",",,W",,,,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,",,,"23",",,W","9",",,W",,,"  310",",,W","  300",",,W","21.9",",,W","38.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
